time,LGLTMED,LRF,LADDLONG,LST,LTA,LGM,RGLTMED,RRF,RADDLONG,RST,RTA,RGM
0.124,-0.00869764,-0.0148013,-0.0184634,0.0205997,-0.031281,0.0547799,-0.00839246,-0.0233463,-0.0358587,0.00442511,-0.0630198,0.00595102
0.125,-0.00534066,-0.0151064,-0.0154116,0.0120546,-0.00167849,0.0474556,-0.0135805,-0.0199893,-0.0321965,0.00381475,0.0325017,0.00717174
0.126,0.0105287,-0.0132754,-0.0120546,0.034638,0.0291447,-0.0410468,-0.0154116,-0.0205997,-0.0285344,0.00442511,0.0947585,0.0120546
0.127,0.0331121,-0.00595102,-0.00839246,0.0392157,0.0172427,-0.0694285,-0.0129702,-0.0254826,-0.0285344,0.00564584,0.0151064,0.0175479
0.128,0.0434882,-0.00686656,-0.00137331,0.0224308,0.00442511,-0.0813306,-0.0154116,-0.0242618,-0.024567,0.0062562,0.00595102,0.00991836
0.129,0.0175479,-0.00869764,0.00381475,0.0178531,0.009308,-0.127718,-0.0151064,-0.0199893,-0.0233463,0.00289921,0.0263981,0.00808728
0.13,0.009308,-0.00503548,0.00961318,0.00869764,-0.00747692,-0.209506,-0.00961319,-0.0239567,-0.0148013,0.00595102,0.00442511,0.00808728
0.131,-0.00869764,-0.00534066,0.0172427,0.0062562,-0.0227359,-0.156405,-0.0117494,-0.0221256,-0.00534066,0.00411993,0.00869764,0.00900282
0.132,0.000152588,-0.00747692,0.0233463,0.00259403,-0.034638,-0.0199893,-0.016022,-0.0233463,0.00106813,0.00564584,0.0514229,0.009308
0.133,0.0233463,-0.00717174,0.0306706,-0.00106813,-0.0517281,-0.0315862,-0.0163272,-0.0227359,0.0102235,0.009308,0.0422675,0.0111391
0.134,0.0572213,-0.00137331,0.034638,0.009308,-0.0520333,0.0413519,-0.0190738,-0.0267033,0.016022,0.00808728,0.0187686,0.0178531
0.135,0.0593576,-0.00411994,0.0383001,0.0166323,-0.00564584,0.266575,-0.0196841,-0.0254826,0.0233463,-0.00289922,-0.0114443,0.0196841
0.136,0.0602731,-0.0108339,0.0428778,0.00991836,0.0163272,0.318761,-0.0248722,-0.0221256,0.0257877,-0.0190738,-0.0669871,0.019379
0.137,0.0624094,-0.0114443,0.053254,-0.000152593,0.0181582,0.12314,-0.0291447,-0.0187686,0.0282292,-0.0135805,-0.0352483,0.0215152
0.138,0.0260929,-0.0151064,0.0578317,0.00320439,0.0111391,0.0148012,-0.0239567,-0.0166323,0.0321965,0.000457768,-0.0273137,0.0218204
0.139,-0.000762953,-0.0184634,0.0639353,-0.00167849,-0.0111391,0.111849,-0.0175479,-0.0227359,0.0331121,0.00503547,-0.0309758,0.0215152
0.14,-0.00381476,-0.0218204,0.0721752,0.00137331,-0.0227359,0.0425727,-0.0184634,-0.0239567,0.0361639,0.00534066,-0.0227359,0.0205997
0.141,-0.0221256,-0.0117494,0.0755322,0.00198367,-0.0389105,-0.0605783,-0.0215152,-0.0184634,0.0386053,0.00350957,-0.0154116,0.0105287
0.142,-0.0209049,-0.0144961,0.0737011,0.00686656,-0.0569162,-0.0755322,-0.0224308,-0.0184634,0.0422675,-0.00259404,-0.0117494,0.0123598
0.143,-0.0248722,-0.012665,0.0782788,0.00900282,-0.0450141,-0.0633249,-0.0187686,-0.0202945,0.0419623,0.00259403,-0.00411994,0.0184634
0.144,0.0251774,-0.00747692,0.0816358,0.0157168,-0.0285344,-0.0779736,-0.0181582,-0.016022,0.037995,-0.00137331,-0.0114443,0.0218204
0.145,0.0184634,-0.00381476,0.0865187,0.0062562,0.00411993,-0.102388,-0.0169375,-0.0187686,0.0434882,-0.0202945,-0.0157168,0.0196841
0.146,-0.00717174,-0.00228886,0.0868238,-0.0138857,0.0587472,-0.0260929,-0.0163272,-0.0178531,0.0416571,-0.00991837,-0.0102235,0.0157168
0.147,-0.00442512,-0.00289922,0.0868238,-0.00961319,0.0285344,-0.00717174,-0.0111391,-0.0230411,0.0404364,0.0105287,-0.00503548,0.0190738
0.148,-0.0120546,-0.00289922,0.0907912,0.00289921,0.0123598,-0.0303655,-0.0105287,-0.0239567,0.0361639,0.0062562,-0.0032044,0.016022
0.149,-0.0343328,-0.00747692,0.093843,0.0111391,-0.0148013,-0.110933,-0.0120546,-0.0276188,0.0254826,-0.000762953,-0.00137331,0.0129702
0.15,-0.0236515,-0.0120546,0.0972,-0.0047303,-0.0267033,-0.0874342,-0.0151064,-0.0270085,0.0227359,-0.000152593,-0.00595102,0.0117494
0.151,-0.0163272,-0.00839246,0.0965896,-0.0300603,-0.0129702,0.0563058,-0.0190738,-0.0276188,0.0215152,0.0123598,-0.00839246,0.00686656
0.152,0.00473029,-0.00595102,0.0886549,-0.0230411,-0.00991837,0.280919,-0.0260929,-0.0227359,0.0218204,0.0257877,-0.00900283,0.00656138
0.153,0.0389105,-0.00381476,0.0877394,-0.00686656,0.00808728,0.283055,-0.0263981,-0.024567,0.019379,0.0343328,-0.00900283,0.0102235
